card_code,name,faction_code,xp,main_decks_including_once,main_deck_occurances,side_decks_including_once,side_deck_occurances
03235,Torrent of Power,mystic,0,76,136,2,3
60128,Grete Wagner (3),guardian,3,37,61,47,77
01559,Holy Rosary,mystic,0,84,138,0,0
60325,Manual Dexterity (2),rogue,2,37,61,42,76
02038,Internal Injury,neutral,0,135,137,0,0
08034,Written in the Stars,seeker,0,74,131,4,6
08109,Blur (1),rogue,1,53,75,38,61
04235,Crystalline Elder Sign (3),mystic,3,55,87,35,49
01103,Stubborn Detective,neutral,0,135,135,1,1
05031,The Moon • XVIII (1),rogue,1,80,101,26,34
08122,Bruiser (3),guardian,3,36,59,48,76
03027,In the Know (1),seeker,1,60,101,23,33
07021,Cryptographic Cipher,seeker,0,70,122,6,11
01042,Encyclopedia (2),seeker,2,81,108,18,25
10113,Pushed to the Limit,survivor,0,70,125,5,7
60515,Grit Your Teeth,survivor,0,67,123,5,9
01094,Bulletproof Vest (3),neutral,3,81,105,20,27
08053,The Red Clock (2),rogue,2,50,50,81,81
01041,Disc of Itzamna (2),seeker,2,67,97,21,34
06030,Miss Doyle (1),survivor,1,104,104,26,26
08046,Underworld Support,rogue,0,128,128,2,2
10019,Ancestral Token,guardian,0,72,122,5,8
09038,Girish Kadakia (4),guardian,4,44,70,39,60
06195,.35 Winchester,guardian,0,69,127,3,3
01522,Evidence!,guardian,0,69,124,4,6
60409,Ineffable Truth,mystic,0,81,128,2,2
08096,Sledgehammer (4),guardian,4,33,55,46,74
07112,Stirring Up Trouble (1),seeker,1,37,65,36,64
01516,.45 Automatic,guardian,0,72,127,1,2
01520,Machete,guardian,0,71,125,2,4
01579,"""Look what I found!""",survivor,0,70,127,1,2
08031,Forced Learning,seeker,0,126,126,2,2
06115,Momentum (1),rogue,1,47,79,28,49
04154,Quick Study (2),seeker,2,41,70,33,58
04233,Pay Day (1),rogue,1,45,75,30,53
60527,Granny Orne (3),survivor,3,39,63,36,65
04013,The Codex of Ages,neutral,0,126,128,0,0
02265,"Joey ""The Rat"" Vigil",rogue,0,78,120,4,7
02112,Song of the Dead (2),mystic,2,62,102,16,25
09073,Dirty Fighting (2),rogue,2,67,76,39,50
09119,Hyperphysical Shotcaster,neutral,0,55,101,14,25
06027,Stargazing (1),mystic,1,46,72,31,54
08077,Strength in Numbers (1),survivor,1,35,62,33,64
04014,Serpents of Yig,neutral,0,126,126,0,0
03156,A Test of Will (1),survivor,1,54,94,18,31
06016,Patrice's Violin,neutral,0,125,125,0,0
06017,Watcher from Another Dimension,neutral,0,125,125,0,0
07122,Ancient Covenant (2),survivor,2,83,83,42,42
01095,Elder Sign Amulet (3),neutral,3,72,92,25,33
05279,Dayana Esperence (3),mystic,3,50,84,23,41
08048,21 or Bust,rogue,0,79,120,4,5
60109,Relentless,guardian,0,71,118,4,6
02193,Scrapper (3),survivor,3,77,79,41,45
09101,Grizzled,survivor,0,52,104,11,20
02310,The Red-Gloved Man (5),neutral,5,49,77,28,47
01096,Amnesia,neutral,0,120,122,1,2
09099,Pocket Multi Tool,survivor,0,67,114,5,9
01056,Sure Gamble (3),rogue,3,62,86,22,37
03234,.41 Derringer (2),rogue,2,47,76,24,46
08022,Gang Up (1),guardian,1,44,79,25,43
08064,Foresight (1),mystic,1,37,68,29,54
09105,Exploit Weakness,survivor,0,58,110,7,12
01518,Beat Cop,guardian,0,69,119,1,2
05194,Grisly Totem (3),seeker,3,50,68,35,53
09023,Custom Modifications,guardian,0,64,106,10,15
04105,Persuasion,seeker,0,71,115,4,6
10028,Tinker,guardian,0,66,114,4,6
10043,Mouse Mask,seeker,0,83,113,6,7
10065,British Bull Dog,rogue,0,65,112,6,8
09062,Disguise,rogue,0,70,108,9,12
09121,Refine,neutral,0,82,103,14,17
10010,Beguile,neutral,0,40,120,0,0
60227,Seeking Answers (2),seeker,2,28,50,40,69
01100,Hypochondria,neutral,0,119,119,0,0
60318,Daredevil,rogue,0,62,115,3,3
06010,Bounty Contracts,neutral,0,118,118,0,0
06012,Tony's Quarry,neutral,0,118,118,0,0
04015,Until the End of Time,neutral,0,114,118,0,0
01548,Leo De Luca,rogue,0,72,114,2,3
08037,Survey the Area (1),seeker,1,24,40,43,76
51003,Preposterous Sketches (2),seeker,2,34,60,31,56
01521,Guard Dog,guardian,0,65,112,2,3
10071,Grift,rogue,0,63,107,6,8
01099,Psychosis,neutral,0,115,115,0,0
01550,Elusive,rogue,0,68,109,3,5
05016,"""I'm done runnin'!""",neutral,0,114,114,0,0
05017,Hoods,neutral,0,114,114,0,0
06013,Gate Box,neutral,0,114,114,0,0
06014,Detached from Reality,neutral,0,114,114,0,0
01564,Drawn to the Flame,mystic,0,65,114,0,0
07108,Riot Whistle,guardian,0,66,108,4,6
01537,Working a Hunch,seeker,0,64,112,1,2
04016,Voice of the Messenger,neutral,0,114,114,0,0
54008,Sign Magick (3),mystic,3,38,65,28,48
09033,Field Agent (2),guardian,2,37,65,27,48
60211,Higher Education,seeker,0,71,104,8,9
03190,.45 Automatic (2),guardian,2,44,66,25,47
01102,Silver Twilight Acolyte,neutral,0,113,113,0,0
10031,Strong-Armed (1),guardian,1,27,49,35,63
09065,Hidden Pocket,rogue,0,61,95,13,17
01101,Mob Enforcer,neutral,0,111,111,1,1
02185,Keen Eye (3),guardian,3,62,64,44,48
01523,Dodge,guardian,0,64,110,2,2
02269,Jewel of Aureolus (3),mystic,3,61,70,30,42
10020,Cleaning Kit,guardian,0,57,103,6,8
05320,"Double, Double (4)",rogue,4,67,67,44,44
08065,Occult Theory (1),mystic,1,30,49,35,62
03309,Lupara (3),rogue,3,44,72,23,39
02263,Strange Solution (4),seeker,4,30,48,38,63
08117,Earthly Serenity (1),mystic,1,38,54,41,57
07222,Fey (1),seeker,1,29,53,31,58
09100,Makeshift Trap,survivor,0,50,98,7,12
10101,Read the Signs (2),mystic,2,31,52,33,58
10102,Spectral Razor (2),mystic,2,25,46,36,64
10048,Thorough Inquiry,seeker,0,68,105,5,5
02231,Opportunist (2),rogue,2,35,57,28,53
06006,Becky,neutral,0,110,110,0,0
06007,Rookie Mistake,neutral,0,110,110,0,0
60127,Boxing Gloves (3),guardian,3,42,74,21,36
03312,Seal of the Elder Sign (5),mystic,5,31,51,32,58
09045,Research Notes,seeker,0,55,107,2,2
01551,Backstab,rogue,0,62,109,0,0
07197,Signum Crucis (2),survivor,2,46,89,10,19
07305,.25 Automatic (2),rogue,2,35,62,25,46
07010,In the Shadows,neutral,0,108,108,0,0
07011,Shadow Agents,neutral,0,108,108,0,0
01552,Sneak Attack,rogue,0,62,108,0,0
09002,"""As you wish""",neutral,0,54,108,0,0
04034,Dumb Luck,survivor,0,63,101,4,7
10084,Cat Mask,mystic,0,72,103,2,4
60122,Counterpunch (2),guardian,2,31,58,28,48
60129,Dynamite Blast (3),guardian,3,26,37,48,69
08118,Enchanted Bow (2),mystic,2,39,61,26,45
06009,Shocking Discovery,neutral,0,106,106,0,0
60321,Mauser C96 (2),rogue,2,30,53,29,53
60530,Quick Learner (4),survivor,4,28,54,31,52
06278,Surprising Find (1),seeker,1,21,63,16,43
03147,Trench Knife,guardian,0,61,106,0,0
60519,Take Heart,survivor,0,55,104,1,1
06157,Self-Sacrifice,guardian,0,56,99,4,6
01563,Arcane Initiate,mystic,0,61,105,0,0
03152,Sneak Attack (2),rogue,2,38,63,24,42
09120,Tool Belt,neutral,0,59,93,7,11
08039,Unearth the Ancients (2),seeker,2,33,51,28,53
09048,Map the Area,seeker,0,54,99,4,5
04108,Fence (1),rogue,1,49,80,16,24
60216,Extensive Research,seeker,0,53,99,3,5
07190,Blessing of Isis (3),guardian,3,30,47,34,57
50006,Hot Streak (2),rogue,2,42,70,21,34
60206,Celaeno Fragments,seeker,0,65,101,2,2
60232,Miskatonic Archaeology Funding (4),seeker,4,54,54,49,49
06279,Old Book of Lore (3),seeker,3,39,61,27,42
09074,Breaking and Entering (2),rogue,2,31,44,34,59
04268,Colt Vest Pocket,rogue,0,60,99,2,4
01694,Charisma (3),neutral,3,46,56,44,47
06160,"""Let God sort them out...""",rogue,0,66,92,6,10
01567,Fearless,mystic,0,57,100,1,2
04022,Ancient Stone (1),seeker,1,38,67,20,34
08104,Professor William Webb,seeker,0,63,94,5,6
07109,Righteous Hunt (1),guardian,1,27,44,31,56
02016,Blackjack,guardian,0,69,98,1,2
03189,"""I'll see you in hell!""",guardian,0,73,98,1,2
54002,Hallowed Mirror (3),guardian,3,46,46,53,53
08113,Unscrupulous Loan (3),rogue,3,40,47,43,52
07303,Ancestral Knowledge (3),seeker,3,39,39,60,60
60332,Chuck Fergus (5),rogue,5,29,42,36,57
60102,Randall Cho,guardian,0,99,99,0,0
60103,Tommy Malloy,neutral,0,99,99,0,0
60402,Arbiter of Fates,mystic,0,98,98,0,0
60403,Dark Future,neutral,0,98,98,0,0
60225,"""I've got a plan!"" (2)",seeker,2,26,40,33,58
07156,Priest of Two Faiths (1),rogue,1,36,62,22,36
07262,Nephthys (4),guardian,4,28,41,36,57
08052,Savant (1),rogue,1,34,55,26,43
04035,Yaotl (1),survivor,1,51,89,5,9
09024,Obsidian Bracelet,guardian,0,48,91,5,7
01572,Leather Coat,survivor,0,59,98,0,0
03265,Guidance,seeker,0,59,94,3,3
60226,Mind over Matter (2),seeker,2,24,41,34,56
05020,Interrogate,guardian,0,55,95,2,2
09116,Salvage (2),survivor,2,37,58,24,39
04275,Hemispheric Map (3),neutral,3,37,61,22,35
02191,Blood Pact (3),mystic,3,61,69,25,27
09090,Ghastly Possession (1),mystic,1,30,56,22,40
02233,Rite of Seeking (4),mystic,4,28,42,31,54
51007,Rite of Seeking (2),mystic,2,38,61,21,35
08066,Parallel Fates (2),mystic,2,24,41,30,54
60302,"Anything You Can Do, Better",rogue,0,95,95,0,0
60303,Arrogance,neutral,0,95,95,0,0
60123,"""Get over here!"" (2)",guardian,2,22,41,32,54
07036,Beloved,survivor,0,47,90,3,5
03040,Overzealous,neutral,0,91,94,1,1
07225,Eye of the Djinn (2),rogue,2,50,50,45,45
08061,Meditative Trance,mystic,0,59,95,0,0
08021,"""Get behind me!""",guardian,0,56,88,5,6
07110,Sacred Covenant (2),guardian,2,54,54,40,40
10040,Chemistry Set,seeker,0,49,90,3,4
60516,Live and Learn,survivor,0,44,86,5,8
10034,Blessed Blade (4),guardian,4,25,45,27,48
08029,Fang of Tyr'thrha (4),guardian,4,21,35,39,58
08105,Ice Pick (1),seeker,1,31,55,23,37
10094,Drain Essence,mystic,0,45,78,9,14
10053,Steady-Handed (1),seeker,1,41,60,21,32
08024,Defensive Stance (1),guardian,1,21,32,33,59
06284,Nothing Left to Lose (3),survivor,3,38,62,16,29
54001,The Star • XVII (3),guardian,3,41,51,31,40
05186,.45 Thompson (3),guardian,3,31,55,20,36
03230,First Aid (3),guardian,3,33,51,22,39
01029,Shotgun (4),guardian,4,46,61,18,29
60124,Lesson Learned (2),guardian,2,14,27,36,62
07304,Ariadne's Twine (3),seeker,3,36,46,29,43
60328,Pilfer (3),rogue,3,30,44,26,45
04110,Counterspell (2),mystic,2,37,60,18,29
60522,.18 Derringer (2),survivor,2,26,48,22,41
01575,Rabbit's Foot,survivor,0,53,89,0,0
60125,Mano a Mano (2),guardian,2,18,31,32,57
09055,Press Pass (2),seeker,2,29,48,24,40
03311,Time Warp (2),mystic,2,32,49,25,39
04192,Intrepid,guardian,0,54,86,1,2
03110,Knuckleduster,rogue,0,53,88,0,0
09095,Uncage the Soul (3),mystic,3,13,23,35,64
09066,Hit and Run,rogue,0,45,84,2,3
07006,Guardian Angel,neutral,0,87,87,0,0
07007,Crisis of Faith,neutral,0,87,87,0,0
08112,"""Hit me!""",rogue,0,54,81,4,6
09080,Summoned Servitor,mystic,0,42,74,8,13
02304,Chicago Typewriter (4),rogue,4,36,62,15,25
04158,Recall the Future (2),mystic,2,34,57,19,29
06202,Word of Command (2),mystic,2,37,58,19,28
06205,Lucid Dreaming (2),neutral,2,31,55,18,31
09029,One in the Chamber,guardian,0,46,82,3,4
04231,Ancient Stone (4),seeker,4,22,41,25,45
04305,Flamethrower (5),guardian,5,36,65,12,21
04273,Old Hunting Rifle (3),survivor,3,35,64,12,22
60503,Called by the Mists,neutral,0,85,85,0,0
06326,"Joey ""The Rat"" Vigil (3)",rogue,3,34,54,18,31
07035,Predestined,survivor,0,41,77,5,8
54006,Well Connected (3),rogue,3,27,36,30,49
10132,Occult Reliquary (3),neutral,3,35,35,49,49
04270,The Skeleton Key (2),rogue,2,42,42,42,42
04198,Defiance (2),mystic,2,26,43,24,41
10078,Snitch (2),rogue,2,23,43,24,41
10110,Pitchfork,survivor,0,42,77,4,6
08080,Fire Extinguisher (3),survivor,3,21,33,30,50
60233,The Necronomicon (5),seeker,5,49,49,34,34
08085,On the Trail (3),guardian,3,12,14,42,69
09083,Dowsing Rod,mystic,0,45,77,3,6
10128,Eldritch Tongue,neutral,0,51,78,3,5
03313,Newspaper (2),survivor,2,31,49,18,34
07226,Armageddon (4),mystic,4,23,39,27,44
09059,Damning Testimony,rogue,0,40,76,5,6
08086,Michael Leigh (5),guardian,5,25,36,30,46
60329,Backstab (3),rogue,3,22,31,28,51
03042,The Thing That Follows,neutral,0,82,82,0,0
03197,Recharge (2),mystic,2,36,57,14,25
60511,Scrapper,survivor,0,49,75,3,6
02261,"""I've had worse…"" (4)",guardian,4,28,41,24,40
06156,"""Fool me once..."" (1)",guardian,1,32,49,21,32
08075,Bangle of Jinxes (1),survivor,1,32,57,14,24
07008,Obscure Studies,neutral,0,81,81,0,0
07009,Whispers from the Deep,neutral,0,81,81,0,0
09036,Prepared for the Worst (2),guardian,2,20,25,40,56
10081,Vamp (3),rogue,3,22,42,22,39
01070,Book of Shadows (3),mystic,3,45,62,11,19
09082,Ceremonial Sickle,mystic,0,45,79,2,2
07113,Blasphemous Covenant (2),seeker,2,45,45,36,36
04193,Custom Ammunition (3),guardian,3,41,54,21,27
60431,Clairvoyance (5),mystic,5,24,39,23,41
60415,Parallel Fates,mystic,0,45,78,1,2
08040,Scientific Theory (3),seeker,3,25,33,34,47
60426,Clairvoyance (3),mystic,3,19,32,27,48
08119,Earthly Serenity (4),mystic,4,12,15,43,65
04031,Protective Incantation (1),mystic,1,41,67,9,13
02271,Stroke of Luck (2),survivor,2,25,42,20,38
07310,Shrine of the Moirai (3),survivor,3,31,50,17,29
09063,Embezzled Treasure,rogue,0,50,64,9,15
01573,Scavenging,survivor,0,50,78,1,1
08025,Butterfly Swords (2),guardian,2,25,47,17,32
60202,Vault of Knowledge,seeker,0,78,78,0,0
60203,Thrice-Damned Curiosity,neutral,0,78,78,0,0
02301,Lightning Gun (5),guardian,5,33,48,18,30
08063,Winds of Power (1),mystic,1,26,40,24,38
01536,Mind over Matter,seeker,0,44,77,0,0
02037,Indebted,neutral,0,76,77,0,0
09071,Stylish Coat (1),rogue,1,39,53,14,24
60512,Will to Survive,survivor,0,38,69,5,8
10121,Hunting Jacket (2),survivor,2,21,30,27,46
08057,The Black Fan (3),rogue,3,31,31,45,45
04230,Ancient Stone (4),seeker,4,34,56,11,20
02235,Survival Instinct (2),survivor,2,24,42,19,34
05188,Scroll of Secrets (3),seeker,3,29,46,17,29
09084,Hallowed Chalice,mystic,0,51,73,2,2
01546,Pickpocketing,rogue,0,46,74,1,1
60526,Unexpected Courage (2),survivor,2,13,25,27,50
60506,Grimm's Fairy Tales,survivor,0,45,71,3,4
09087,Explosive Ward,mystic,0,37,72,2,3
08005,Livre d'Eibon,neutral,0,75,75,0,0
08006,The Harbinger,neutral,0,75,75,0,0
60422,Robes of Endless Night (2),mystic,2,27,41,20,34
05192,Enchanted Blade (3),guardian,3,27,43,18,32
60523,A Test of Will (2),survivor,2,16,28,25,47
07227,Eye of Chaos (4),mystic,4,16,26,28,49
09077,Underworld Market (2),rogue,2,49,49,25,25
09104,End of the Road,survivor,0,37,66,5,8
04104,Marksmanship (1),guardian,1,36,60,7,14
60209,Feed the Mind,seeker,0,43,70,3,4
03271,Arcane Initiate (3),mystic,3,23,36,20,38
60323,Cheap Shot (2),rogue,2,21,30,25,44
03041,Drawing the Sign,neutral,0,73,73,0,0
04311,Seal of the Seventh Sign (5),mystic,5,36,49,17,24
08084,On the Trail (1),guardian,1,12,16,34,57
08036,Join the Caravan (1),seeker,1,20,33,22,40
52008,Storm of Spirits (3),mystic,3,20,34,26,39
60132,One-Two Punch (5),guardian,5,17,26,29,46
11067,Eyes of the Dreamer,mystic,0,39,71,1,1
54013,Observed (4),neutral,4,24,24,48,48
08056,Moxie (3),rogue,3,15,20,37,52
06235,Leadership (2),guardian,2,25,42,18,30
60120,Evidence! (1),guardian,1,17,28,25,43
07158,Blood Pact,mystic,0,41,63,6,8
09054,Dr. William T. Maleson (2),seeker,2,20,34,21,37
09019,Bonnie Walsh,neutral,0,71,71,0,0
09020,Burden of Leadership,neutral,0,71,71,0,0
05319,"""You owe me one!""",rogue,0,41,67,2,4
06114,Followed,rogue,0,38,65,3,6
06198,Extensive Research (1),seeker,1,21,37,17,33
09040,Alchemical Distillation,seeker,0,28,54,11,16
60320,Liquid Courage (1),rogue,1,35,46,14,24
01083,Close Call (2),survivor,2,32,43,16,27
05321,Wither (4),mystic,4,28,43,17,27
02307,Ward of Protection (5),mystic,5,11,20,27,50
11018,Grim Resolve,neutral,0,23,69,0,0
98014,Nautical Prowess,neutral,0,69,69,0,0
98015,Dreams of the Deep,neutral,0,69,69,0,0
09091,Astral Mirror (2),mystic,2,30,48,13,21
08008,Trusty Bullwhip,neutral,0,69,69,0,0
08009,Buried Secrets,neutral,0,69,69,0,0
10079,Bewitching (3),rogue,3,37,37,32,32
05195,Grisly Totem (3),survivor,3,28,38,19,31
60308,Lucky Cigarette Case,rogue,0,41,67,1,2
09057,Fingerprint Kit (4),seeker,4,18,29,23,39
60520,Cherished Keepsake (1),survivor,1,22,38,18,30
07012,Showmanship,neutral,0,67,67,1,1
07013,Occult Scraps,neutral,0,67,67,1,1
06163,Healing Words,mystic,0,44,64,3,4
09016,Darrell's Kodak,neutral,0,68,68,0,0
09017,Ruined Film,neutral,0,68,68,0,0
08002,Mechanic's Wrench,neutral,0,67,67,0,0
08003,Mob Goons,neutral,0,67,67,0,0
10074,Vamp,rogue,0,34,60,4,7
05041,The 13th Vision,neutral,0,67,67,0,0
09086,Eldritch Initiation,mystic,0,34,64,1,2
02308,Aquinnah (3),survivor,3,20,34,21,32
10104,The Key of Solomon (4),mystic,4,15,20,27,46
08058,The Red Clock (5),rogue,5,16,16,50,50
10073,Stir the Pot,rogue,0,35,57,5,9
08095,Protective Gear (2),guardian,2,13,21,29,45
99002,Mystifying Song,neutral,0,66,66,0,0
99003,Baron Samedi,neutral,0,66,66,0,0
08102,Protecting the Anirniq (2),seeker,2,18,33,22,32
98017,Molly Maxwell,neutral,0,64,64,1,1
11053,"""Where's the party?""",rogue,0,37,60,3,5
60421,Grotesque Statue (2),mystic,2,16,24,28,41
05235,De Vermis Mysteriis (2),mystic,2,31,47,14,18
09043,Dissection Tools,seeker,0,37,61,4,4
08124,Antiquary (3),seeker,3,27,44,16,21
53009,Alter Fate (1),survivor,1,18,25,25,40
01549,Hard Knocks,rogue,0,40,64,1,1
01082,Aquinnah (1),survivor,1,38,56,8,9
06325,The Eye of Truth (5),seeker,5,15,22,26,42
98018,Yaztaroth,neutral,0,63,63,1,1
10029,Purified,guardian,0,35,62,1,2
10109,Pelt Shipment,survivor,0,30,48,9,16
11071,Spectral Shield,mystic,0,35,62,1,2
10118,Persistence (1),survivor,1,18,30,19,34
02305,The Gold Pocket Watch (4),rogue,4,31,31,33,33
01532,Research Librarian,seeker,0,38,64,0,0
06161,Swift Reload (2),rogue,2,25,42,12,22
09009,Grappling Hook,neutral,0,64,64,0,0
09010,Agent Fletcher,neutral,0,64,64,0,0
01687,Lockpicks (1),rogue,1,12,22,23,42
10033,Cleaning Kit (3),guardian,3,17,29,17,34
10030,Hand-Eye Coordination (1),guardian,1,14,28,20,35
10097,Olive McBride (2),mystic,2,17,29,19,34
07265,Geas (2),rogue,2,37,37,26,26
09092,Elle Rubash (2),mystic,2,20,34,15,29
10027,Task Force,guardian,0,34,60,2,3
01069,Blinding Light (2),mystic,2,38,52,6,11
05039,Five of Pentacles (1),survivor,1,32,49,9,14
08091,Nkosi Mabati (3),guardian,3,22,31,22,32
08017,Shrewd Dealings,neutral,0,63,63,0,0
08018,Greed,neutral,0,63,63,0,0
98008,Split the Angle,neutral,0,62,62,1,1
98009,Vengeful Hound,neutral,0,62,62,1,1
09102,Idol of Xanatos,survivor,0,40,59,3,3
07302,Holy Spear (5),guardian,5,16,26,22,36
09089,Binder's Jar (1),mystic,1,31,47,10,15
10130,Well-Dressed,neutral,0,33,56,3,6
60221,Glimpse the Unthinkable (1),seeker,1,27,43,10,19
03306,Eidetic Memory (3),seeker,3,29,43,12,19
02027,Hired Muscle (1),rogue,1,29,53,5,9
50010,Rabbit's Foot (3),survivor,3,20,33,16,29
09039,Ever Vigilant (4),guardian,4,14,15,38,46
08027,Combat Training (3),guardian,3,17,23,26,38
01574,Baseball Bat,survivor,0,35,61,0,0
07030,Tides of Fate,mystic,0,37,57,3,4
05283,Anna Kaslow (4),neutral,4,28,47,11,14
10042,Microscope,seeker,0,33,58,2,3
01528,Beat Cop (2),guardian,2,5,8,27,53
09075,Thieves' Kit (3),rogue,3,10,16,24,44
08076,Burn After Reading (1),survivor,1,12,20,24,40
08106,Professor William Webb (2),seeker,2,13,19,27,41
06285,The Black Cat (5),neutral,5,25,32,22,28
09072,Chuck Fergus (2),rogue,2,21,34,16,26
10051,Well-Funded,seeker,0,29,56,2,4
04304,Kerosene (1),guardian,1,29,43,12,17
04309,All In (5),rogue,5,23,38,14,22
89004,Reality Acid,neutral,0,20,60,0,0
08111,Blur (4),rogue,4,16,20,24,40
10025,Guided by Faith,guardian,0,31,56,2,4
09111,Nature of the Beast (1),survivor,1,23,40,12,20
09070,Calculated Risk,rogue,0,31,52,4,7
51005,Contraband (2),rogue,2,19,30,17,29
01517,Physical Training,guardian,0,37,59,0,0
50002,Dynamite Blast (2),guardian,2,26,39,14,20
60521,Leather Coat (1),survivor,1,18,28,19,31
09052,Existential Riddle (1),seeker,1,20,29,19,30
09056,Surgical Kit (3),seeker,3,17,22,26,37
11090,A Glimmer of Hope (2),survivor,2,9,27,11,31
09030,Fighting Lessons,guardian,0,30,54,2,4
02273,Moment of Respite (3),neutral,3,26,32,21,26
03266,Arcane Insight (4),seeker,4,24,43,10,15
07193,Ríastrad (1),rogue,1,19,33,13,25
10117,Hatchet (1),survivor,1,18,35,13,23
89003,Regurgitation,neutral,0,20,58,0,0
09032,Bestow Resolve (2),guardian,2,22,39,11,19
52005,Stealth (3),rogue,3,21,33,15,25
98011,Foolishness,neutral,0,56,56,2,2
07155,Gaze of Ouraxsh (2),seeker,2,12,22,19,35
05273,Mk 1 Grenades (4),guardian,4,23,40,11,17
01524,Dynamite Blast,guardian,0,44,56,1,1
04267,Feed the Mind (3),seeker,3,25,45,6,12
09107,Predator or Prey,survivor,0,29,50,4,7
60121,Galvanize (1),guardian,1,17,27,17,29
08011a,Discipline,neutral,0,51,51,5,5
07154,The Truth Beckons,seeker,0,35,51,4,5
01547,.41 Derringer,rogue,0,33,55,1,1
03236,Scrying (3),mystic,3,18,31,13,25
60231,Farsight (4),seeker,4,24,35,15,21
05229,Warning Shot,guardian,0,36,54,1,2
98012,To Fight the Black Wind,neutral,0,54,54,2,2
11106,True Awakening (2),neutral,2,13,24,16,31
11077,Enraptured (2),mystic,2,12,24,16,31
01519,First Aid,guardian,0,34,55,0,0
10052,Gabriel Carillo (1),seeker,1,21,34,12,21
01562,Arcane Studies,mystic,0,36,54,1,1
09005,Bonesaw,neutral,0,55,55,0,0
09007,Wounded Bystander,neutral,0,55,55,0,0
02226,Springfield M1903 (4),guardian,4,23,42,7,13
02303,Deciphered Reality (5),seeker,5,24,31,16,24
08070,True Magick (5),mystic,5,26,31,16,23
06236,Dream Diary (3),seeker,3,16,17,23,37
54004,Occult Lexicon (3),seeker,3,26,26,28,28
09003,Selfless to a Fault,neutral,0,54,54,0,0
10075,Diabolical Luck,rogue,0,24,45,6,9
01531,Old Book of Lore,seeker,0,32,52,2,2
51010,Rise to the Occasion (3),survivor,3,17,31,12,23
10054,Fine Tuning (1),seeker,1,20,30,15,23
60210,Forbidden Tome,seeker,0,32,51,2,2
01561,Scrying,mystic,0,33,51,1,2
07033,Token of Faith,survivor,0,32,47,4,6
52002,"""Eat lead!""",guardian,0,28,48,3,5
08088,Old Shotgun (2),guardian,2,20,33,12,20
11088,Contemplative,survivor,0,26,51,1,1
10123,Survival Technique (2),survivor,2,22,37,9,15
10050,Transmogrify,seeker,0,28,46,3,6
08045,Prophesiae Profana (5),seeker,5,15,17,27,35
08054,Money Talks (2),rogue,2,11,19,21,33
04308,Borrowed Time (3),rogue,3,35,36,16,16
60130,Taunt (3),guardian,3,13,23,17,28
09094,Sin-Eater (3),mystic,3,34,34,17,17
52003,Logical Reasoning (4),seeker,4,13,18,20,33
03229,Mano a Mano (1),guardian,1,20,32,12,19
09103,Improvised Shield,survivor,0,29,45,4,6
60425,Azure Flame (3),mystic,3,14,21,18,30
01566,Blinding Light,mystic,0,35,51,0,0
60430,Azure Flame (5),mystic,5,15,23,15,27
10124,Keep Faith (2),survivor,2,8,14,19,36
10095,Accursed,mystic,0,25,47,2,3
11034,Artistic Inspiration,seeker,0,31,49,1,1
11084,Nautical Charts,survivor,0,26,47,2,3
10047,Testing Sprint,seeker,0,28,48,2,2
60420,Eldritch Inspiration (1),mystic,1,19,29,11,21
03268,Suggestion (4),rogue,4,21,29,13,21
05189,Scroll of Secrets (3),mystic,3,13,24,14,26
09031,Helping Hand,guardian,0,29,47,2,3
09118,Fickle Fortune (3),survivor,3,9,13,24,37
60131,Physical Training (4),guardian,4,14,21,19,29
03115,Plucky (1),survivor,1,26,35,11,15
01558,Forbidden Knowledge,mystic,0,31,50,0,0
01695,Relic Hunter (3),neutral,3,16,19,26,31
52007,Alchemical Transmutation (2),mystic,2,21,37,8,13
04236,On Your Own (3),survivor,3,30,41,5,9
03157,Devil's Luck (1),survivor,1,23,33,13,16
06324,Abigail Foreman (4),seeker,4,23,28,16,21
60428,Arcane Studies (4),mystic,4,16,22,18,27
07016,Siren Call,neutral,0,49,49,0,0
60220,Library Docent (1),seeker,1,17,32,11,17
01693,Emergency Cache (2),neutral,2,7,12,19,37
60324,Slip Away (2),rogue,2,16,23,16,26
05193,Enchanted Blade (3),mystic,3,16,29,11,20
09093,Moonlight Ritual (2),mystic,2,11,20,14,28
08078,Dauntless Spirit (1),survivor,1,9,15,19,33
04307,Pnakotic Manuscripts (5),seeker,5,22,31,15,17
07014,Sea Change Harpoon,neutral,0,48,48,0,0
07015,Silas's Net,neutral,0,48,48,0,0
10066,Fake Credentials,rogue,0,22,41,4,7
04229,M1918 BAR (4),guardian,4,23,37,7,11
05155,Henry Wan,rogue,0,24,43,2,4
01576,Stray Cat,survivor,0,28,47,0,0
10021,Katana,guardian,0,27,47,0,0
04310,Shards of the Void (3),mystic,3,18,29,12,18
01553,Opportunist,rogue,0,30,47,0,0
05230,Telescopic Sight (3),guardian,3,17,32,10,15
53003,Truth from Fiction (2),seeker,2,17,28,10,18
11068a,The Great Work,mystic,0,43,43,3,3
11076,Transfiguration (2),mystic,2,23,36,7,10
03310,Cheat Death (5),rogue,5,15,21,20,25
02230,Lucky Dice (2),rogue,2,36,36,10,10
54007,The Hierophant • V (3),mystic,3,21,27,15,19
02114,Fire Extinguisher (1),survivor,1,22,43,2,3
01581,Survival Instinct,survivor,0,28,46,0,0
02031,Bind Monster (2),mystic,2,17,28,11,18
