card_code,name,faction_code,xp,main_decks_including_once,main_deck_occurances,side_decks_including_once,side_deck_occurances
02019,Taunt (2),guardian,2,17,26,11,20
54011,The Fool • 0 (3),neutral,3,19,31,11,15
04194,Otherworldly Compass (2),seeker,2,19,26,12,20
11020,The Book of War,guardian,0,23,45,0,0
06244,Twila Katherine Price (3),mystic,3,17,23,13,22
60423,Hypnotic Gaze (2),mystic,2,12,19,15,26
01534,Hyperawareness,seeker,0,30,45,0,0
05274,Agency Backup (5),guardian,5,20,28,12,17
60322,Daring Maneuver (2),rogue,2,11,17,16,28
11083,Lawrence Carlisle,survivor,0,24,42,1,2
01545,Burglary,rogue,0,31,43,1,1
07308,Rite of Equilibrium (5),mystic,5,14,22,14,22
08013a,Discipline,neutral,0,41,41,2,2
06276,Empty Vessel (4),guardian,4,19,19,24,24
51011,Through the Gates,neutral,0,41,41,1,2
10046,Control Variable,seeker,0,20,39,2,4
60404,Nihilism,neutral,0,43,43,0,0
03107,Combat Training (1),guardian,1,18,31,8,12
08033,Archive of Conduits,seeker,0,38,38,5,5
04266,Blood Eclipse (3),guardian,3,14,27,10,16
07306,Justify the Means (3),rogue,3,8,13,17,29
05042,The Tower • XVI,neutral,0,40,40,1,2
60429,Recharge (4),mystic,4,8,13,17,29
03111,Moxie (1),rogue,1,20,28,10,14
60304,Reckless,neutral,0,41,41,0,0
07159,Abyssal Tome (2),mystic,2,14,21,13,20
10115,"Wrong Place, Right Time",survivor,0,25,41,0,0
10058,Microscope (4),seeker,4,8,13,15,28
53006,Colt Vest Pocket (2),rogue,2,10,19,14,22
05040,Ace of Rods (1),neutral,1,18,28,7,13
09053,Guidance (1),seeker,1,11,19,14,22
06237,Dream Diary (3),seeker,3,14,20,13,21
03148,Ambush (1),guardian,1,13,20,11,21
11002,Determined,neutral,0,20,40,0,0
11040,Correlate All Its Contents,seeker,0,21,38,1,2
53010,On Your Own (3),survivor,3,27,27,13,13
08014a,Discipline,neutral,0,27,27,13,13
09123,Soul Sanctification (3),neutral,3,18,18,22,22
07120,Paradoxical Covenant (2),mystic,2,21,21,19,19
10011,Zamacona,neutral,0,40,40,0,0
98006,The Dirge of Reason,neutral,0,38,38,2,2
07223,Guided by the Unseen (3),seeker,3,12,22,13,18
06280,Garrote Wire (2),rogue,2,21,30,10,10
10112,Elaborate Distraction,survivor,0,24,34,3,5
07309,Jacob Morrison (3),survivor,3,9,13,17,26
07162,Manipulate Destiny (2),neutral,2,8,15,14,24
11050,Luger P08,rogue,0,22,39,0,0
02309,Try and Try Again (3),survivor,3,12,21,11,18
52010,Gravedigger's Shovel (2),survivor,2,10,17,13,22
06238,Dream Diary (3),seeker,3,14,15,15,24
05236,Guiding Spirit (1),survivor,1,18,30,5,9
01117,Unknown,Unknown,0,37,37,2,2
60331,Beretta M1918 (4),rogue,4,12,18,11,20
50001,Physical Training (2),guardian,2,17,29,6,9
10005,Flux Stabilizer,neutral,0,38,38,0,0
10008,Failed Experiment,neutral,0,38,38,0,0
07119,Shroud of Shadows,mystic,0,23,37,1,1
09106,Making Preparations,survivor,0,21,36,1,2
05237,Fortune or Fate (2),survivor,2,11,13,16,25
08026,Dodge (2),guardian,2,7,11,14,26
04038,Dark Pact,neutral,0,36,36,1,1
10062,"Bianca ""Die Katz""",rogue,0,35,35,2,2
06035,Self-Centered,neutral,0,37,37,0,0
11091,Good Weather (2),survivor,2,8,24,5,13
06246,Expeditious Retreat (1),survivor,1,14,24,7,13
98005,Mysteries Remain,neutral,0,35,35,2,2
01538,Barricade,seeker,0,24,37,0,0
01540,Magnifying Glass (1),seeker,1,5,7,18,30
05190,Tennessee Sour Mash (3),rogue,3,13,19,11,18
60525,Dumb Luck (2),survivor,2,7,13,13,24
03305,Armor of Ardennes (5),guardian,5,20,35,2,2
11022,Remington Model 1858,guardian,0,20,36,0,0
10049,"""Throw the Book at Them!""",seeker,0,19,35,1,1
06323,Spiritual Resolve (5),guardian,5,6,18,8,18
07301,Hallow (3),guardian,3,14,20,11,16
09012,Word of Woe,neutral,0,36,36,0,0
09013,Word of Weal,neutral,0,36,36,0,0
09014,Deafening Silence,neutral,0,36,36,0,0
60104,Self-Destructive,neutral,0,36,36,0,0
07269,A Watchful Peace (3),survivor,3,6,11,14,25
10076,Lightfooted,rogue,0,20,33,2,3
10002,Ad Hoc,neutral,0,35,35,0,0
10003,Hasty Repairs,neutral,0,35,35,0,0
11066,Breath of the Sleeper,mystic,0,20,34,1,1
11094,Gift of Nodens (5),survivor,5,12,17,15,18
03113,Grounded (1),mystic,1,14,27,4,8
08114,Precious Memento (4),rogue,4,14,14,21,21
01689,Rite of Seeking (2),mystic,2,2,2,17,33
08087,Snipe (1),guardian,1,9,15,11,20
07115,Skeptic (1),rogue,1,10,19,8,16
09069,Quick Getaway,rogue,0,20,34,1,1
07152,Keen Eye,guardian,0,19,26,8,9
60327,Sharpshooter (3),rogue,3,13,19,10,16
53001,Blood Eclipse (1),guardian,1,9,17,10,18
01554,Leo De Luca (1),rogue,1,7,11,14,24
11024,Ready for Anything,guardian,0,20,32,1,2
60531,Déjà Vu (5),survivor,5,10,16,13,18
60219,Deduction,seeker,0,16,32,1,2
10077,British Bull Dog (2),rogue,2,6,10,13,24
01577,Dig Deep,survivor,0,24,34,0,0
08089,Quickdraw Holster (4),guardian,4,10,10,20,24
05275,Ghastly Revelation,seeker,0,27,33,1,1
54012,Moon Pendant (2),neutral,2,15,23,9,11
02040,Unknown,Unknown,0,34,34,0,0
01578,Cunning Distraction,survivor,0,24,33,0,0
51008,Clarity of Mind (3),mystic,3,12,13,13,20
11061,"""Watch this!"" (3)",rogue,3,6,11,11,22
10131,Dawn Star (1),neutral,1,12,23,6,10
60504,Atychiphobia,neutral,0,32,32,1,1
09113,Baseball Bat (2),survivor,2,7,14,10,19
08121,Sleuth (3),guardian,3,9,13,15,20
02262,Strange Solution (4),seeker,4,6,8,15,25
08110,Ethereal Slip (2),rogue,2,7,10,17,23
03227,Unknown,Unknown,0,33,33,0,0
04159,Try and Try Again (1),survivor,1,12,18,10,15
60517,"""Look what I found!""",survivor,0,16,32,0,0
60314,Slip Away,rogue,0,17,30,2,2
08012a,Discipline,neutral,0,19,19,13,13
10013,Book of Living Myths,neutral,0,32,32,0,0
10014,Weeping Yurei,neutral,0,32,32,0,0
07221,Shield of Faith (2),guardian,2,5,8,13,24
07194,Tristan Botley (2),rogue,2,11,15,11,17
60204,Obsessive,neutral,0,32,32,0,0
01068,Mind Wipe (1),mystic,1,21,28,3,4
10092,Wicked Athame,mystic,0,16,29,2,2
06234,Heroic Rescue (2),guardian,2,9,18,8,13
07267,Ikiaq (3),mystic,3,12,16,11,15
98020,Ruth Westmacott,neutral,0,30,30,1,1
09085,Onyx Pentacle,mystic,0,18,31,0,0
90002,Daisy's Tote Bag,neutral,0,28,28,3,3
07022,Cryptic Grimoire,seeker,0,17,28,2,3
11054,"""You've had worse...""",rogue,0,18,30,0,0
06240,Daredevil (2),rogue,2,10,17,8,13
60119,Vicious Blow,guardian,0,14,28,1,2
07038,Accursed Follower,neutral,0,30,30,0,0
11069,Katarina Sojka,mystic,0,16,29,1,1
07116,False Covenant (2),rogue,2,15,15,15,15
98002,Green Man Medallion,neutral,0,30,30,0,0
09050,Lab Coat (1),seeker,1,12,17,11,13
11015,Psychic Sensitivity,neutral,0,10,30,0,0
11016,Prophecy of the End,neutral,0,10,30,0,0
10057,Confound (3),seeker,3,6,8,12,22
04202,Against All Odds (2),survivor,2,11,18,8,12
52001,.32 Colt (2),guardian,2,16,24,4,6
53008,The Chthonian Stone (3),mystic,3,4,6,15,24
10024,Absolution,guardian,0,17,28,1,2
03154,Book of Shadows (1),mystic,1,18,24,4,6
52006,Suggestion (1),rogue,1,16,22,5,8
52009,Lantern (2),survivor,2,5,8,13,21
98003,Sacrificial Beast,neutral,0,29,29,0,0
10056,Prismatic Spectacles (2),seeker,2,8,12,10,17
10068,Scrimshaw Charm,rogue,0,19,29,0,0
98021,Liber Omnium Finium,neutral,0,29,29,0,0
60230,Forbidden Tome (3),seeker,3,12,19,7,10
01526,Extra Ammunition (1),guardian,1,5,7,12,22
05191,Tennessee Sour Mash (3),survivor,3,9,14,9,15
10119,"""Devil"" (2)",survivor,2,6,9,11,19
03109,Scientific Theory (1),seeker,1,14,19,7,9
90026,Directive,neutral,0,28,28,0,0
02264,Strange Solution (4),seeker,4,6,7,13,21
54003,The World • XXI (3),seeker,3,9,9,15,19
08115,Precious Memento (4),rogue,4,7,7,21,21
51009,Oops! (2),survivor,2,11,18,6,10
90003,The Necronomicon,neutral,0,27,27,1,1
01584,Lucky! (2),survivor,2,5,8,10,20
07273,Purifying Corruption (4),neutral,4,5,6,13,22
60218,Preposterous Sketches,seeker,0,15,26,1,2
01527,Police Badge (2),guardian,2,2,3,13,25
10114,Stall for Time,survivor,0,15,25,1,2
11033,Alton O'Connell,seeker,0,14,26,1,1
10017,Stouthearted,neutral,0,27,27,0,0
10018,"""Where's Pa?""",neutral,0,27,27,0,0
10082,Fake Credentials (4),rogue,4,4,6,12,21
01555,Cat Burglar (1),rogue,1,5,8,10,19
10099,Call the Beyond (2),mystic,2,9,14,7,13
01535,Medical Texts,seeker,0,20,27,0,0
09051,Orphic Theory (1),seeker,1,7,11,11,16
03304,"""Eat lead!"" (2)",guardian,2,13,20,4,7
05113,Banish (1),mystic,1,12,20,4,7
11021,Crowbar,guardian,0,15,26,0,0
10127,Dark Horse (5),survivor,5,12,12,14,14
11039,Uncanny Specimen,seeker,0,11,26,0,0
06018,The Hungering Blade (1),guardian,1,21,21,5,5
11082,Hand Hook,survivor,0,13,25,1,1
10041,Dr. Charles West III,seeker,0,13,23,3,3
10044,Ravenous Myconid,seeker,0,23,23,3,3
09027,Grievous Wound,guardian,0,15,26,0,0
09058,Gray's Anatomy (5),seeker,5,7,9,14,17
90029,Directive,neutral,0,26,26,0,0
06241,Empower Self (2),mystic,2,23,23,3,3
06327,Sawed-Off Shotgun (5),rogue,5,10,12,10,14
07160,Butterfly Effect (1),survivor,1,10,18,4,8
50004,Barricade (3),seeker,3,14,20,3,6
02300,Monster Slayer (5),guardian,5,7,11,10,15
07189,Enchanted Armor (2),guardian,2,7,13,7,13
02080,Unknown,Unknown,0,26,26,0,0
11093,Last Chance (3),survivor,3,5,10,8,15
11023,Primed for Action,guardian,0,13,25,0,0
07157,Under Surveillance (1),rogue,1,7,10,8,15
54009,Nine of Rods (3),survivor,3,9,11,10,14
90030,Roland's .38 Special,neutral,0,23,23,2,2
01544,Switchblade,rogue,0,18,24,1,1
08030,Butterfly Swords (5),guardian,5,6,10,9,15
60427,Ineffable Truth (3),mystic,3,8,13,7,12
06243,Empower Self (2),mystic,2,24,24,1,1
60510,Rabbit's Foot,survivor,0,12,24,0,0
60417,Dark Prophecy,mystic,0,14,24,0,0
11009,Ocula Obscura,neutral,0,21,21,3,3
11010,Glimpse the Void,neutral,0,21,21,3,3
11095,Ascetic,neutral,0,24,24,0,0
10129,Bide Your Time,neutral,0,14,22,1,2
10022,Ofuda,guardian,0,14,20,3,4
03314,Infighting (3),survivor,3,7,10,8,14
03059,Unknown,Unknown,0,24,24,0,0
03199,Snare Trap (2),survivor,2,8,12,7,12
10098,Rod of Carnamagos (2),mystic,2,10,16,4,8
53005,Decorated Skull (3),rogue,3,9,13,7,11
01557,Hot Streak (4),rogue,4,3,4,12,20
08044,Archive of Conduits (4),seeker,4,13,13,11,11
54010,Trial by Fire (3),survivor,3,5,8,9,16
11041,Cosmic Revelation (1),seeker,1,9,14,5,9
11019,Cast Adrift,neutral,0,23,23,0,0
11125,Memories of Another Life (5),neutral,5,6,9,7,14
11058,Doppelgänger (1),rogue,1,5,14,3,9
01685,Seeking Answers (2),seeker,2,3,5,10,18
01686,Old Book of Lore (3),seeker,3,4,7,9,16
02228,Expose Weakness (1),seeker,1,10,16,4,7
90031,Cover Up,neutral,0,21,21,2,2
10105,Seal of the Elders (5),mystic,5,5,5,12,18
02061,Unknown,Unknown,0,21,22,1,1
03193,Archaic Glyphs (3),seeker,3,7,8,10,15
10091,Speak to the Dead,mystic,0,12,21,2,2
04195,Expose Weakness (3),seeker,3,8,16,4,6
11092,Improvised Weapon (2),survivor,2,3,5,10,17
09097,Dowsing Rod (4),mystic,4,3,6,8,16
11012,"""Viola"" Case",neutral,0,22,22,0,0
11013,Confiscation,neutral,0,22,22,0,0
50005,Hard Knocks (2),rogue,2,13,19,2,3
07266,Hard Knocks (4),rogue,4,8,10,8,12
01688,.41 Derringer (2),rogue,2,3,5,9,17
10070,False Surrender,rogue,0,12,19,2,3
90018,Heirloom of Hyperborea,neutral,0,21,21,1,1
90019,Dark Memory,neutral,0,21,21,1,1
09096,Ceremonial Sickle (4),mystic,4,3,5,9,17
54005,Knight of Swords (3),rogue,3,7,9,8,13
04025,Treasure Hunter (1),rogue,1,10,18,3,4
08069,Grounded (3),mystic,3,4,7,10,15
04040,Doomed,neutral,0,22,22,0,0
06242,Empower Self (2),mystic,2,20,20,2,2
09076,Trigger Man (3),rogue,3,4,5,9,16
07195,Curse of Aeons (3),mystic,3,4,7,9,14
05187,.45 Thompson (3),rogue,3,6,9,6,12
90025,Directive,neutral,0,21,21,0,0
90009,On the Lam,neutral,0,20,20,1,1
06036,Kleptomania,neutral,0,21,21,0,0
07039,Dread Curse,neutral,0,21,21,0,0
01692,Eucatastrophe (3),survivor,3,3,5,9,16
60432,Ineffable Truth (5),mystic,5,6,11,6,10
01595,Elder Sign Amulet (3),neutral,3,2,2,12,19
60330,Copycat (3),rogue,3,5,9,6,12
11003,"""I'll do it myself""",neutral,0,20,20,0,0
01542,Encyclopedia (2),seeker,2,3,4,10,16
09078,Clean Sneak (4),rogue,4,3,4,10,16
11049,Antikythera (5),seeker,5,11,14,4,6
06037,Narcolepsy,neutral,0,20,20,0,0
11032,Remington Model 1858 (4),guardian,4,4,6,8,14
10055,Esoteric Method (1),seeker,1,4,8,6,12
89002,Ravenous,neutral,0,20,20,0,0
11057,Crack Shot,rogue,0,13,20,0,0
11026,Hunter's Mark (1),guardian,1,7,11,5,9
04271,Mists of R'lyeh (4),mystic,4,8,13,5,7
07040,Day of Reckoning,neutral,0,20,20,0,0
08132,Panic,neutral,0,20,20,0,0
07191,Cryptic Grimoire (4),seeker,4,8,15,3,5
06330,Nightmare Bauble (3),survivor,3,8,8,12,12
90039,Wendy's Amulet,neutral,0,19,19,1,1
90040,Abandoned and Alone,neutral,0,19,19,1,1
05018,Mystifying Song,neutral,0,20,20,0,0
05019,Baron Samedi,neutral,0,20,20,0,0
05323,Lure (2),survivor,2,6,11,5,9
07270,Dig Deep (4),survivor,4,1,1,11,19
60222,Esoteric Atlas (2),seeker,2,3,4,11,16
60405,Ritual Candles,mystic,0,10,20,0,0
07161,Third Time's a Charm (2),survivor,2,6,11,5,9
11030,Locked and Loaded (3),guardian,3,9,9,10,10
11064,Gatling Gun (5),rogue,5,4,6,8,13
06200,Burglary (2),rogue,2,9,14,4,5
11051,Robert Castaigne,rogue,0,10,18,1,1
01543,Cryptic Research (4),seeker,4,1,2,9,17
07264,Hyperawareness (4),seeker,4,3,4,13,15
90010,Hospital Debts,neutral,0,18,18,1,1
10085,Rod of Carnamagos,mystic,0,16,16,3,3
53007,Mists of R'lyeh (2),mystic,2,6,10,7,9
60413,Astral Travel,mystic,0,15,19,0,0
01585,Will to Survive (3),survivor,3,1,2,10,17
06038,Your Worst Nightmare,neutral,0,18,18,0,0
08131,Leg Injury,neutral,0,18,18,0,0
50003,Hyperawareness (2),seeker,2,5,8,7,10
01556,Sure Gamble (3),rogue,3,2,3,8,15
60312,Cheap Shot,rogue,0,9,16,2,2
07230,Harmony Restored (2),survivor,2,5,8,6,10
08082,Fend Off (3),survivor,3,1,2,9,16
10100,Ethereal Form (2),mystic,2,3,4,7,13
07263,The Stygian Eye (3),seeker,3,3,5,7,12
11102,Bound for the Horizon (2),neutral,2,5,5,9,12
11055,Bum's Rush,rogue,0,9,17,0,0
06158,Otherworld Codex (2),seeker,2,9,14,3,3
11062,Robert Castaigne (4),rogue,4,3,5,7,12
07026,Dark Ritual,rogue,0,10,14,2,3
60514,Dumb Luck,survivor,0,10,17,0,0
10120,Fire Axe (2),survivor,2,4,7,5,10
02140,Unknown,Unknown,0,17,17,0,0
10126,Token of Faith (3),survivor,3,3,3,10,13
11112,Sound Support (3),neutral,3,4,4,8,12
02156,Lure (1),survivor,1,10,11,3,5
11072,Whispers of Doom,mystic,0,10,16,0,0
60212,Laboratory Assistant,seeker,0,8,16,0,0
60414,Hypnotic Gaze,mystic,0,8,16,0,0
60418,Defiance,mystic,0,8,16,0,0
90047,Pete's Guitar,neutral,0,15,15,0,0
11089,Ample Supplies (2),survivor,2,6,8,4,7
11029,Inspiring Presence (2),guardian,2,2,4,6,11
10059,Ravenous Myconid (4),seeker,4,7,7,8,8
11087,Unconventional Method,survivor,0,9,15,0,0
01594,Bulletproof Vest (3),neutral,3,2,2,7,13
10035,Eyes of Valusia (4),guardian,4,4,7,7,8
01569,Blinding Light (2),mystic,2,1,1,7,14
60113,Dodge,guardian,0,8,15,0,0
60229,Forbidden Tome (3),seeker,3,4,5,5,10
60313,Daring Maneuver,rogue,0,8,15,0,0
07192,Cryptic Grimoire (4),seeker,4,4,8,5,7
11085,Profane Idol,survivor,0,9,13,1,1
08133,Stupor,neutral,0,14,14,0,0
90028,Directive,neutral,0,14,14,0,0
08130,Arm Injury,neutral,0,14,14,0,0
07224,"""Lucky"" Penny (2)",rogue,2,10,10,4,4
08038,Medical Texts (2),seeker,2,5,7,6,7
52004,Archaic Glyphs (3),seeker,3,7,9,4,5
01529,Shotgun (4),guardian,4,3,5,5,9
53004,Ancient Stone (4),seeker,4,3,4,6,10
03142,Unknown,Unknown,0,14,14,0,0
11081,Anchor Chain,survivor,0,4,7,4,6
09025,Bolas,guardian,0,9,13,0,0
10032,Second Wind (2),guardian,2,0,0,8,13
11104,Walter Fitzpatrick (2),neutral,2,5,8,3,5
10064,Blackmail File,rogue,0,8,11,1,2
09037,Martyr's Vambrace (3),guardian,3,5,7,4,6
54014,Damned,neutral,0,13,13,0,0
50009,Dig Deep (2),survivor,2,3,4,6,9
01598,Haunted,neutral,0,13,13,0,0
50007,Arcane Studies (2),mystic,2,7,11,1,2
51004,Strange Solution (4),seeker,4,3,3,6,9
90048,Hard Times,neutral,0,12,12,0,0
08068,Healing Words (3),mystic,3,5,6,5,6
11005,Book of Verse,neutral,0,12,12,0,0
11006,Dreams of the Flood,neutral,0,12,12,0,0
11036,Forensic Kit,seeker,0,6,12,0,0
11118,Library Pass (5),neutral,5,11,11,1,1
10072,"""I'll Pay You Back!""",rogue,0,9,12,0,0
11110,Dakota Garofalo (3),neutral,3,3,6,5,6
11052,String Along,rogue,0,8,12,0,0
11070,Sign of Xelotaph,mystic,0,4,12,0,0
04148,Unknown,Unknown,0,12,12,0,0
08079,Blood Will Have Blood (2),survivor,2,3,6,4,6
09110,Lifeline (1),survivor,1,3,4,5,8
01571,Grotesque Statue (4),mystic,4,2,2,5,10
60518,Oops!,survivor,0,6,12,0,0
60319,Opportunist,rogue,0,6,12,0,0
10122,Mariner's Compass (2),survivor,2,1,1,5,10
10037,Flurry of Blows (5),guardian,5,2,3,4,8
11107,Double Down (2),neutral,2,2,3,5,8
11101,Inquisitive (1),neutral,1,5,8,2,3
10080,Dirty Deeds (3),rogue,3,3,5,4,6
10093,Antediluvian Hymn,mystic,0,6,11,0,0
11073,Eye of Ghatanothoa (2),mystic,2,6,6,5,5
11114,Blood of K'n-yan (3),neutral,3,5,10,1,1
10061,Ravenous Myconid (4),seeker,4,5,5,6,6
09035,Handcuffs (2),guardian,2,4,6,3,5
11037,Mortar and Pestle,seeker,0,6,11,0,0
11028,Bulwark (2),guardian,2,4,5,4,6
06329,Shining Trapezohedron (4),mystic,4,3,5,4,6
01597,Paranoia,neutral,0,11,11,0,0
01684,"""I've had worse…"" (4)",guardian,4,1,1,6,10
05318,Glimpse the Unthinkable (5),seeker,5,3,4,5,7
81030,Unknown,Unknown,0,10,10,1,1
11074,Sword Cane (2),mystic,2,2,3,4,7
11119,Mauser Tankgewehr M1918 (5),neutral,5,2,3,5,7
51002,Blackjack (2),guardian,2,3,4,4,6
05150,Unknown,Unknown,0,10,10,0,0
10133,Broken Diadem (5),neutral,5,5,5,5,5
01541,Disc of Itzamna (2),seeker,2,0,0,6,10
51006,Think on Your Feet (2),rogue,2,2,3,4,7
02218,Unknown,Unknown,0,10,10,0,0
07307,Lucky Dice (3),rogue,3,4,4,6,6
90038,Tidal Memento,neutral,0,10,10,0,0
08051,Untimely Transaction (1),rogue,1,5,8,2,2
52012,Unspeakable Oath,neutral,0,10,10,0,0
02178,Unknown,Unknown,0,9,10,0,0
09114,Katja Eastbank (2),survivor,2,3,4,3,5
11042,Quick-Witted (1),seeker,1,2,6,1,3
11059,Mob Connections (2),rogue,2,3,3,6,6
11031,Quick Shot (3),guardian,3,2,6,1,3
10060,Ravenous Myconid (4),seeker,4,5,5,4,4
90052,The Beyond,neutral,0,6,6,3,3
90053,Vengeful Shade,neutral,0,1,1,8,8
11096,Short Rest,neutral,0,2,6,1,3
07083,Unknown,Unknown,0,9,9,0,0
08042,Archive of Conduits (4),seeker,4,2,2,7,7
82025,Unknown,Unknown,0,9,9,0,0
81029,Unknown,Unknown,0,9,9,0,0
09098,Onyx Pentacle (4),mystic,4,2,3,3,6
53013,Offer You Cannot Refuse,neutral,0,9,9,0,0
02217,Unknown,Unknown,0,9,9,0,0
53012,Dendromorphosis,neutral,0,8,8,0,0
09767,Unknown,Unknown,0,8,8,0,0
11097,Confidence,neutral,0,4,8,0,0
05232,Esoteric Atlas (1),seeker,1,4,5,2,3
10083,Stir the Pot (5),rogue,5,0,0,4,8
11120,On Their Heels (5),neutral,5,0,0,5,8
11045,Working a Hunch (2),seeker,2,3,6,1,2
60307,Switchblade,rogue,0,5,8,0,0
04147,Unknown,Unknown,0,8,8,0,0
01683,First Aid (3),guardian,3,2,2,3,6
07228,Shroud of Shadows (4),mystic,4,1,2,4,6
60108,Physical Training,guardian,0,6,8,0,0
01583,Close Call (2),survivor,2,1,2,4,6
01690,Scrying (3),mystic,3,1,2,3,6
03143,Unknown,Unknown,0,8,8,0,0
52011,Unspeakable Oath,neutral,0,8,8,0,0
05196,The Council's Coffer (2),neutral,2,3,6,1,2
81019,Unknown,Unknown,0,8,8,0,0
01600,Hypochondria,neutral,0,7,7,0,0
11065,Blood of Thoth,mystic,0,4,7,0,0
07268,Flute of the Outer Gods (4),mystic,4,0,0,7,7
11079,Deliverance (3),mystic,3,2,2,3,5
11080,Eldritch Brand (5),mystic,5,5,5,2,2
01602,Silver Twilight Acolyte,neutral,0,7,7,0,0
90050,Jim's Trumpet,neutral,0,7,7,0,0
90027,Directive,neutral,0,7,7,0,0
07179,Unknown,Unknown,0,7,7,0,0
54015,The Devil • XV,neutral,0,7,7,0,0
11099,Library Pass (1),neutral,1,3,3,3,3
10136,Back Injury,neutral,0,6,6,0,0
11116,Motivational Speech (4),neutral,4,2,4,2,2
10026,Hold Up,guardian,0,3,5,1,1
04061,Unknown,Unknown,0,6,6,0,0
09127,Ectoplasmic Horror,neutral,0,6,6,0,0
07180,Unknown,Unknown,0,6,6,0,0
06079,Unknown,Unknown,0,6,6,0,0
01599,Psychosis,neutral,0,6,6,0,0
01596,Amnesia,neutral,0,6,6,0,0
09115,Heed the Dream (2),survivor,2,2,2,2,4
07181,Unknown,Unknown,0,6,6,0,0
01691,Aquinnah (3),survivor,3,1,1,3,5
02219,Unknown,Unknown,0,6,6,0,0
11025,Hardboiled,guardian,0,3,5,0,0
10125,Providential (2),survivor,2,0,0,3,5
11056,Intimidation,rogue,0,4,4,1,1
90060,Zoey's Cross,neutral,0,5,5,0,0
90051,Final Rhapsody,neutral,0,5,5,0,0
53037,Unknown,Unknown,0,5,5,0,0
10135,Maimed Hand,neutral,0,5,5,0,0
08723,Unknown,Unknown,0,3,5,0,0
08618,Unknown,Unknown,0,5,5,0,0
90079,Search for the Truth,neutral,0,5,5,0,0
90080,Rex's Curse,neutral,0,5,5,0,0
52013,Unspeakable Oath,neutral,0,5,5,0,0
82022,Unknown,Unknown,0,4,4,1,1
82024,Unknown,Unknown,0,4,4,1,1
05282,Bait and Switch (3),survivor,3,0,0,3,5
83055,Unknown,Unknown,0,5,5,0,0
09124,Lurker in the Dark,neutral,0,5,5,0,0
04191,Unknown,Unknown,0,5,5,0,0
11111,Nose to the Grindstone (3),neutral,3,0,0,2,4
11044,Scientific Studies Grant (2),seeker,2,1,1,2,3
11038,Oculus Mortuum,seeker,0,3,4,0,0
10096,Mesmeric Influence (1),mystic,1,2,2,1,2
11108,Captivating Performance (3),neutral,3,1,1,3,3
90061,Smite the Wicked,neutral,0,4,4,0,0
08733,Unknown,Unknown,0,4,4,0,0
11109,Cowl of Sekhmet (3),neutral,3,2,4,0,0
11103,Forbidden Sutra (2),neutral,2,2,3,1,1
08614,Unknown,Unknown,0,4,4,0,0
83057,Unknown,Unknown,0,4,4,0,0
82023,Unknown,Unknown,0,4,4,0,0
04051,Unknown,Unknown,0,4,4,0,0
50008,Mind Wipe (3),mystic,3,2,3,1,1
11027,Alice Luxley (2),guardian,2,1,1,2,2
11117,Archibald MacVeigh (5),neutral,5,1,2,1,1
11098,Spiritual Healing (4),neutral,4,0,0,3,3
11078,Lost Arcana (3),mystic,3,2,3,0,0
11086,"""Catch!""",survivor,0,2,3,0,0
08647,Unknown,Unknown,0,3,3,0,0
11100,Dreams of the Clay (1),neutral,1,1,2,1,1
10702,Unknown,Unknown,0,3,3,0,0
90082,The Codex of Ages,neutral,0,3,3,0,0
90083,Serpents of Yig,neutral,0,3,3,0,0
10685,Unknown,Unknown,0,3,3,0,0
08619,Unknown,Unknown,0,3,3,0,0
01603,Stubborn Detective,neutral,0,3,3,0,0
90085,Jenny's Twin .45s,neutral,0,3,3,0,0
90086,Searching for Izzie,neutral,0,3,3,0,0
09128,Underprepared,neutral,0,3,3,0,0
09126,Pay Your Due,neutral,0,3,3,0,0
90063,Trusty Bullwhip,neutral,0,3,3,0,0
90064,Buried Secrets,neutral,0,3,3,0,0
08730,Unknown,Unknown,0,3,3,0,0
07151,Unknown,Unknown,0,3,3,0,0
08616,Unknown,Unknown,0,3,3,0,0
08735,Unknown,Unknown,0,2,2,1,1
04102,Unknown,Unknown,0,3,3,0,0
83058,Unknown,Unknown,0,1,1,1,1
86052,Unknown,Unknown,0,1,1,1,1
01582,Aquinnah (1),survivor,1,0,0,2,2
11017,George Barnaby,survivor,0,0,0,2,2
08043,Archive of Conduits (4),seeker,4,0,0,2,2
11105,Name Your Price (2),neutral,2,1,1,1,1
60301,Winifred Habbamock,rogue,0,0,0,2,2
11048,Dial of Ancients (4),seeker,4,1,1,1,1
01506,Roland's .38 Special,neutral,0,2,2,0,0
01507,Cover Up,neutral,0,2,2,0,0
11124,Dimensional Vortex (5),neutral,5,1,1,1,1
11127,Morbid Curiosity,neutral,0,2,2,0,0
08615,Unknown,Unknown,0,2,2,0,0
08620,Unknown,Unknown,0,2,2,0,0
08728,Unknown,Unknown,0,2,2,0,0
11035,Dial of Ancients,seeker,0,1,1,1,1
10038,Miracle Wish (5),guardian,5,0,0,2,2
01509,The Necronomicon,neutral,0,2,2,0,0
01601,Mob Enforcer,neutral,0,2,2,0,0
09762,Unknown,Unknown,0,2,2,0,0
04303,Unknown,Unknown,0,2,2,0,0
09125,Quantum Paradox,neutral,0,2,2,0,0
84007,Unknown,Unknown,0,1,1,1,1
08726,Unknown,Unknown,0,2,2,0,0
01570,Book of Shadows (3),mystic,3,0,0,2,2
11121,Sacred Oath (5),neutral,5,1,1,1,1
